id_A,id_B,predicted_match,hotel_name,address,city,country,latitude,longitude,rating,reviews_count,enriched_category_stars,enriched_review_score,enriched_amenities
A00181,B00170,1,Hotel Liberdade II & Spa,"Street das Flores, 3639",Porto Alegre,BR,-30.039142,-51.17948,4.4,24.0,4.0,9.7,"restaurant, air_conditioning, bar, parking"
A00185,B00174,1,Suites Gaudí II,"Street das Flores, 1526",Porto Alegre,BR,-29.940249,-51.185362,4.0,285.0,5.0,8.0,"parking, air_conditioning, pool, gym"
A00197,B00186,1,Residency Augusta,"Praça Copacabana, 141",Porto Alegre,BR,-30.011566,-51.285589,5.0,660.0,4.0,7.4,"bar, pool, gym, air_conditioning"
A00206,B00195,1,Pousada Augusta II,"Avenida Augusta, 7575",Porto Alegre,BR,-30.010097,-51.162111,3.0,853.0,3.0,7.8,"wifi, gym, bar, pet_friendly, restaurant"
A00231,B00220,1,Suites Central,"Avenue Liberdade, 8187",Porto Alegre,BR,-29.978573,-51.242708,4.0,723.0,4.0,8.7,"bar, spa, air_conditioning"
A00255,B00244,1,Inn Augusta II & Spa,"Street Copacabana, 8771",Porto Alegre,BR,-30.039364,-51.317422,4.8,393.0,3.0,7.1,"pool, pet_friendly, spa, parking"
A00270,B00259,1,Inn Augusta,"Av. Augusta, 7167",Porto Alegre,BR,-30.074906,-51.264034,3.6,954.0,3.0,8.0,"wifi, pet_friendly, bar, pool"
A00275,B00264,1,Grand Hotel Copacabana II,"Avenida da República, 2556",Porto Alegre,BR,-30.111616,-51.269318,3.6,235.0,4.0,7.9,"air_conditioning, parking, gym"
A00301,B00290,1,Residency Lumière Saint,"Avenida Augusta, 3608",Porto Alegre,BR,-30.119088,-51.212159,3.6,451.0,3.0,9.4,"pool, bar, restaurant, wifi"
A00302,B00291,1,Residency Central,"Avenue dos Andradas, 5142",Porto Alegre,BR,-29.944972,-51.179939,4.2,319.0,3.0,7.3,"gym, bar, wifi, pool, restaurant"
A00304,B00293,1,Grand Hotel Cathedral & Spa,"Rua Paulista, 1662",Porto Alegre,BR,-30.048369,-51.254352,3.5,778.0,5.0,8.2,"parking, wifi, gym, spa, air_conditioning"
A00314,B00303,1,Hotel Central Saint,"Rua Paulista, 8025",Porto Alegre,BR,-30.015287,-51.196106,4.1,968.0,4.0,9.2,"restaurant, spa, bar, gym, air_conditioning"
A00320,B00309,1,Suites Paulista II,"Praça Europa, 7082",Porto Alegre,BR,-30.070372,-51.244566,4.2,33.0,3.0,8.6,"pet_friendly, gym, wifi, restaurant, bar, pool"
A00325,B00314,1,Grand Hotel Central Saint,"Avenue Europa, 532",Porto Alegre,BR,-30.083358,-51.264339,3.4,61.0,3.0,9.6,"restaurant, pool, pet_friendly, gym"
A00326,B00315,1,Pousada Cathedral II & Spa,"Street Augusta, 5627",Porto Alegre,BR,-30.038423,-51.249107,4.3,694.0,4.0,8.5,"parking, pet_friendly, wifi"
A00330,B00319,1,Grand Hotel Seine,"Rua Europa, 3279",Porto Alegre,BR,-30.075738,-51.153214,4.4,727.0,3.0,9.7,"gym, air_conditioning, wifi, bar"
A00366,B00355,1,Grand Hotel Copacabana,"Rua da República, 6929",Porto Alegre,BR,-30.078258,-51.239132,4.5,606.0,4.0,8.0,"air_conditioning, pet_friendly, pool, parking"
A00374,B00363,1,Residency Gaudí Boutique,"Avenue das Flores, 2018",Porto Alegre,BR,-29.955196,-51.253955,3.7,459.0,5.0,8.5,"spa, wifi, gym"
A00381,B00370,1,Inn Copacabana II,"Avenida da Sé, 4320",Porto Alegre,BR,-30.014451,-51.16942,5.0,366.0,3.0,9.5,"wifi, spa, bar, pool"
A00383,B00372,1,Inn Gaudí,"St Copacabana, 1033",Porto Alegre,BR,-30.086865,-51.25004,3.8,826.0,4.0,8.3,"gym, pool, restaurant, pet_friendly, air_conditioning, spa"
A00389,B00378,1,Residency Gaudí II,"Street da Sé, 7453",Porto Alegre,BR,-29.94997,-51.134131,3.6,427.0,5.0,8.4,"gym, spa, air_conditioning, pool, pet_friendly"
A00392,B00381,1,Pousada Europa,"Street Paulista, 5875",Porto Alegre,BR,-29.998362,-51.129098,3.9,385.0,5.0,8.7,"restaurant, air_conditioning, pool, pet_friendly, wifi, bar"
A00413,B00402,1,Pousada Gaudí,"Praça Central, 2227",Porto Alegre,BR,-30.047552,-51.231344,3.4,313.0,4.0,8.2,"wifi, gym, restaurant, parking, pool"
A00414,B00403,1,Residency Copacabana Saint Boutique Boutique,"Praça Liberdade, 1785",Porto Alegre,BR,-30.026491,-51.226768,4.0,212.0,4.0,9.4,"spa, pool, pet_friendly, wifi, air_conditioning, bar"
A00418,B00407,1,Pousada Cathedral,"Ave Copacabana, 1182",Porto Alegre,BR,-30.089731,-51.21689,5.0,1.0,4.0,9.1,"bar, pet_friendly, restaurant"
A00427,B00416,1,Residency Central Saint,"Street da Sé, 2934",Porto Alegre,BR,-30.055191,-51.299416,3.7,322.0,4.0,7.4,"restaurant, pet_friendly, spa"
A00428,B00121,1,Hotel Augusta Saint,"Street da República, 4313",Porto Alegre,BR,-30.057298,-51.20946,4.9,871.0,4.0,8.9,"parking, air_conditioning, bar, pool, wifi, spa"
A00428,B00417,1,Hotel Augusta Saint,"Street da República, 4313",Porto Alegre,BR,-30.057298,-51.20946,4.9,871.0,4.0,8.9,"parking, air_conditioning, bar, pool, wifi, spa"
A00013,B00009,1,Hotel Paulista Saint,Avenida Central 6230,Belo Horizonte,BR,-19.90801,-43.893659,4.8,706.0,5.0,7.7,"pet_friendly, bar, restaurant"
A00096,B00085,1,Inn Seine Saint,"Avenue Europa, 9562",Belo Horizonte,BR,-19.955674,-43.857453,3.8,387.0,3.0,7.2,"parking, spa, air_conditioning, bar, pet_friendly"
A00127,B00116,1,Residency Europa,"Rua das Flores, 2833",Belo Horizonte,BR,-19.851704,-43.914901,3.8,936.0,4.0,9.1,"parking, air_conditioning, restaurant, spa"
A00130,B00119,1,Inn Gaudí,"Rua Copacabana, 1066",Belo Horizonte,BR,-19.934105,-43.871378,3.8,53.0,4.0,9.3,"air_conditioning, pet_friendly, wifi, bar, restaurant, parking"
A00148,B00137,1,Grand Hotel Cathedral & Spa,"Avenue Central, 8042",Belo Horizonte,BR,-19.873712,-43.985932,4.3,93.0,4.0,9.1,"bar, pet_friendly, restaurant, air_conditioning, wifi, gym"
A00156,B00145,1,Pousada Seine Saint,"Praça Copacabana, 5393",Belo Horizonte,BR,-19.917539,-43.890322,3.2,148.0,5.0,8.9,"restaurant, bar, wifi"
A00162,B00151,1,Palace Central,"Avenida Copacabana, 3565",Belo Horizonte,BR,-19.939555,-43.944223,4.5,842.0,5.0,7.9,"air_conditioning, pool, spa"
A00163,B00152,1,Residency Paulista,"Rua Europa, 1914",Belo Horizonte,BR,-20.0127,-43.780297,5.0,332.0,4.0,8.7,"pool, wifi, parking, restaurant, gym"
A00183,B00172,1,Inn Europa,"Street das Flores, 9580",Belo Horizonte,BR,-19.872694,-43.793548,3.8,602.0,5.0,9.5,"restaurant, air_conditioning, pet_friendly, parking"
A00187,B00176,1,Inn Lumière,"St Augusta, 1391",Belo Horizonte,BR,-19.924547,-43.940387,4.7,492.0,3.0,8.3,"wifi, restaurant, gym"
A00188,B00177,1,Pousada Copacabana,"Avenue Central, 7474",Belo Horizonte,BR,-19.994314,-43.912898,3.0,590.0,5.0,7.8,"spa, wifi, bar, gym"
A00202,B00191,1,Hotel Copacabana,"Praça da Sé, 2476",Belo Horizonte,BR,-19.886827,-44.018908,3.4,791.0,4.0,7.4,"parking, gym, pool, spa"
A00203,B00192,1,Grand Hotel Liberdade 2,"Street Copacabana, 5250",Belo Horizonte,BR,-20.016427,-43.970214,3.4,550.0,4.0,8.8,"restaurant, wifi, bar, spa, parking, pet_friendly"
A00205,B00194,1,Grand Hotel Augusta Boutique,"Av. Copacabana, 5783",Belo Horizonte,BR,-19.998819,-44.002799,4.0,24.0,3.0,8.6,"restaurant, parking, air_conditioning"
A00252,B00241,1,Suites Copacabana,"Avenue Augusta, 661",Belo Horizonte,BR,-19.923939,-44.014796,4.2,1037.0,3.0,7.7,"air_conditioning, wifi, pet_friendly, spa, gym"
A00254,B00243,1,Residency Gaudí Saint,Avenue Liberdade 6749,Belo Horizonte,BR,-19.847713,-43.95411,4.9,866.0,5.0,9.7,"spa, air_conditioning, wifi"
A00263,B00252,1,Pousada Gaudí Saint,"Praça Europa, 2071",Belo Horizonte,BR,-19.933859,-43.94342,4.3,1.0,3.0,7.8,"gym, pet_friendly, restaurant"
A00267,B00256,1,Pousada Cathedral,"Rua das Flores, 9715",Belo Horizonte,BR,-19.946424,-43.911729,4.4,766.0,3.0,7.7,"spa, parking, pet_friendly, pool, wifi"
A00273,B00262,1,Palace Gaudí Saint Boutique,"Street Liberdade, 8449",Belo Horizonte,BR,-19.959006,-43.927249,3.4,480.0,5.0,9.0,"pool, spa, wifi, pet_friendly, gym"
A00286,B00275,1,Palace Europa II,"Avenida dos Andradas, 1816",Belo Horizonte,BR,-19.910731,-43.937714,4.7,436.0,5.0,9.6,"pool, spa, pet_friendly, air_conditioning, wifi"
A00289,B00278,1,Residency Liberdade & Spa,"Praça das Flores, 2208",Belo Horizonte,BR,-19.889036,-43.906878,2.6,224.0,3.0,9.2,"wifi, restaurant, air_conditioning, pool, bar, parking"
A00315,B00304,1,Palace Seine Saint,"Avenida das Flores, 5308",Belo Horizonte,BR,-19.82216,-43.977315,3.7,701.0,5.0,7.4,"air_conditioning, parking, bar, gym, pool"
A00321,B00310,1,Pousada Liberdade II,"Avenida Paulista, 6319",Belo Horizonte,BR,-19.953376,-43.994641,5.0,836.0,5.0,8.3,"pool, restaurant, bar, pet_friendly"
A00324,B00313,1,Suites Gaudí,"Praça Copacabana, 6802",Belo Horizonte,BR,-19.876836,-44.051893,3.9,438.0,3.0,8.1,"pool, bar, wifi"
A00339,B00328,1,Grand Hotel Augusta II,"Av. Augusta, 5233",Belo Horizonte,BR,-19.922291,-43.905614,4.5,425.0,3.0,9.3,"pool, bar, spa, restaurant, pet_friendly, wifi"
A00340,B00329,1,Inn Paulista Saint,"Street dos Andradas, 616",Belo Horizonte,BR,-19.82255,-43.963869,3.8,632.0,5.0,7.9,"air_conditioning, wifi, pool"
A00352,B00341,1,Europa II,Rua Central 308,Belo Horizonte,BR,-19.912013,-44.019986,4.7,674.0,3.0,8.0,"pet_friendly, gym, wifi, bar, restaurant, parking"
A00361,B00350,1,Inn Cathedral,"Rua dos Andradas, 4183",Belo Horizonte,BR,-19.943864,-43.965583,3.7,1.0,5.0,7.4,"restaurant, pool, bar, spa"
A00362,B00351,1, Seine,"Pça. da República, 2673",Belo Horizonte,BR,-19.892441,-43.926989,4.2,902.0,4.0,8.0,"bar, pet_friendly, wifi, parking"
A00367,B00356,1,Inn Liberdade,"Praça Augusta, 2467",Belo Horizonte,BR,-20.032798,-43.881833,4.4,632.0,3.0,8.3,"spa, pool, wifi"
A00390,B00379,1,Suites Europa II,"Avenida Europa, 9944",Belo Horizonte,BR,-19.972748,-43.954677,3.4,824.0,5.0,8.1,"parking, wifi, air_conditioning, restaurant, spa, pet_friendly"
A00420,B00409,1,Palace Gaudí Saint,"Avenida das Flores, 2581",Belo Horizonte,BR,-19.93418,-43.818966,4.0,342.0,3.0,7.7,"pet_friendly, restaurant, gym"
